provincia_iso,semana,edad60,s_leves,s_hosp,s_uci,s_def,s_total,pobtot,ID_1,NAME_1,ID_2,NAME_2
TE,41,-60,255,8,0,0,263,642400.5,2,Aragón,10,Teruel
TE,41,+60,87,31,3,5,126,290104.5,2,Aragón,10,Teruel
TE,42,-60,440,6,0,0,446,642400.5,2,Aragón,10,Teruel
TE,42,+60,141,38,2,1,182,290104.5,2,Aragón,10,Teruel
TE,43,-60,598,15,1,0,614,642400.5,2,Aragón,10,Teruel
TE,43,+60,203,48,5,7,263,290104.5,2,Aragón,10,Teruel
TE,44,-60,385,17,0,0,402,642400.5,2,Aragón,10,Teruel
TE,44,+60,124,41,2,19,186,290104.5,2,Aragón,10,Teruel
TE,45,-60,365,14,1,1,381,642400.5,2,Aragón,10,Teruel
TE,45,+60,165,37,4,23,229,290104.5,2,Aragón,10,Teruel
TE,46,-60,213,8,1,0,222,642400.5,2,Aragón,10,Teruel
TE,46,+60,106,45,2,25,178,290104.5,2,Aragón,10,Teruel
TE,47,-60,154,5,1,0,160,642400.5,2,Aragón,10,Teruel
TE,47,+60,88,21,1,16,126,290104.5,2,Aragón,10,Teruel
TE,48,-60,183,3,0,0,186,642400.5,2,Aragón,10,Teruel
TE,48,+60,104,16,0,14,134,290104.5,2,Aragón,10,Teruel
TE,49,-60,117,9,0,0,126,642400.5,2,Aragón,10,Teruel
TE,49,+60,54,19,2,10,85,290104.5,2,Aragón,10,Teruel
TE,50,-60,142,7,1,0,150,642400.5,2,Aragón,10,Teruel
TE,50,+60,55,17,0,8,80,290104.5,2,Aragón,10,Teruel
TE,51,-60,98,3,0,0,101,642400.5,2,Aragón,10,Teruel
TE,51,+60,35,9,1,7,52,290104.5,2,Aragón,10,Teruel
TE,52,-60,128,7,0,0,135,642400.5,2,Aragón,10,Teruel
TE,52,+60,45,11,2,6,64,290104.5,2,Aragón,10,Teruel
TE,53,-60,38,1,0,0,39,183543,2,Aragón,10,Teruel
TE,53,+60,20,5,0,1,26,82887,2,Aragón,10,Teruel
TE,54,-60,254,4,0,0,258,642400.5,2,Aragón,10,Teruel
TE,54,+60,82,13,0,6,101,290104.5,2,Aragón,10,Teruel
TE,55,-60,555,7,1,0,563,642400.5,2,Aragón,10,Teruel
TE,55,+60,146,15,2,7,170,290104.5,2,Aragón,10,Teruel
TE,56,-60,756,20,1,0,777,642400.5,2,Aragón,10,Teruel
TE,56,+60,241,39,4,9,293,290104.5,2,Aragón,10,Teruel
TE,57,-60,857,20,2,0,879,642400.5,2,Aragón,10,Teruel
TE,57,+60,294,53,3,11,361,290104.5,2,Aragón,10,Teruel
TE,58,-60,631,26,0,2,659,642400.5,2,Aragón,10,Teruel
TE,58,+60,222,36,3,7,268,290104.5,2,Aragón,10,Teruel
TE,59,-60,399,17,2,0,418,642400.5,2,Aragón,10,Teruel
TE,59,+60,130,47,3,11,191,290104.5,2,Aragón,10,Teruel
TE,60,-60,212,7,2,1,222,642400.5,2,Aragón,10,Teruel
TE,60,+60,52,13,1,11,77,290104.5,2,Aragón,10,Teruel
TE,61,-60,106,12,2,1,121,642400.5,2,Aragón,10,Teruel
TE,61,+60,35,14,0,7,56,290104.5,2,Aragón,10,Teruel
TE,62,-60,48,6,0,1,55,642400.5,2,Aragón,10,Teruel
TE,62,+60,10,12,1,5,28,290104.5,2,Aragón,10,Teruel
TE,63,-60,30,4,1,0,35,642400.5,2,Aragón,10,Teruel
TE,63,+60,19,2,0,1,22,290104.5,2,Aragón,10,Teruel
TE,64,-60,19,1,0,1,21,642400.5,2,Aragón,10,Teruel
TE,64,+60,5,4,0,3,12,290104.5,2,Aragón,10,Teruel
TE,65,-60,19,3,0,1,23,642400.5,2,Aragón,10,Teruel
TE,65,+60,7,4,0,1,12,290104.5,2,Aragón,10,Teruel
TE,66,-60,24,1,0,0,25,642400.5,2,Aragón,10,Teruel
TE,66,+60,6,1,0,0,7,290104.5,2,Aragón,10,Teruel
TE,67,-60,29,1,0,0,30,642400.5,2,Aragón,10,Teruel
TE,67,+60,5,1,1,2,9,290104.5,2,Aragón,10,Teruel
TE,68,-60,16,1,1,0,18,642400.5,2,Aragón,10,Teruel
TE,68,+60,7,3,0,1,11,290104.5,2,Aragón,10,Teruel
TE,69,-60,59,3,0,2,64,642400.5,2,Aragón,10,Teruel
TE,69,+60,12,3,0,0,15,290104.5,2,Aragón,10,Teruel
TE,70,-60,43,0,0,0,43,642400.5,2,Aragón,10,Teruel
TE,70,+60,5,0,0,0,5,290104.5,2,Aragón,10,Teruel
TF,1,-60,0,0,0,0,0,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,1,+60,0,0,0,0,0,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,2,-60,0,0,0,0,0,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,2,+60,0,2,0,0,2,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,3,-60,0,0,0,0,0,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,3,+60,0,3,0,0,3,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,4,-60,0,0,0,0,0,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,4,+60,0,1,0,0,1,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,5,-60,1,1,0,0,2,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,5,+60,0,1,0,0,1,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,6,-60,0,0,0,0,0,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,6,+60,0,0,0,0,0,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,7,-60,0,0,0,0,0,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,7,+60,0,4,1,0,5,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,8,-60,0,0,0,0,0,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,8,+60,1,5,0,0,6,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,9,-60,1,3,1,0,5,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,9,+60,5,6,0,0,11,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,10,-60,14,6,2,0,22,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,10,+60,3,10,0,0,13,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,11,-60,78,33,9,1,121,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,11,+60,44,40,10,1,95,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,12,-60,278,57,8,2,345,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,12,+60,129,92,19,10,250,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,13,-60,233,45,12,6,296,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,13,+60,217,141,23,29,410,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,14,-60,115,22,3,1,141,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,14,+60,130,68,5,17,220,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,15,-60,73,15,2,0,90,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,15,+60,38,46,2,11,97,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,16,-60,51,5,3,1,60,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,16,+60,34,17,2,11,64,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,17,-60,52,2,0,5,59,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,17,+60,11,10,2,6,29,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,18,-60,15,3,0,0,18,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,18,+60,10,5,0,6,21,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,19,-60,13,3,1,1,18,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,19,+60,10,8,3,3,24,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,20,-60,15,2,1,1,19,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,20,+60,8,2,0,3,13,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,21,-60,12,3,0,0,15,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,21,+60,2,3,0,2,7,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,22,-60,17,2,0,0,19,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,22,+60,5,4,0,3,12,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,23,-60,6,3,0,0,9,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,23,+60,1,3,1,0,5,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,24,-60,5,0,0,0,5,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,24,+60,0,1,0,0,1,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,25,-60,2,2,0,0,4,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,25,+60,0,0,0,0,0,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,26,-60,0,3,0,0,3,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,26,+60,0,1,0,0,1,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,27,-60,1,2,1,0,4,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,27,+60,0,1,0,0,1,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,28,-60,7,0,0,0,7,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,28,+60,2,8,1,0,11,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,29,-60,15,1,0,0,16,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,29,+60,0,3,0,0,3,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,30,-60,24,0,0,0,24,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,30,+60,14,2,0,0,16,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,31,-60,22,4,0,0,26,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,31,+60,6,5,0,0,11,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,32,-60,70,6,0,1,77,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,32,+60,15,2,0,1,18,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,33,-60,131,13,2,0,146,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,33,+60,17,5,1,0,23,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,34,-60,211,8,1,0,220,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,34,+60,28,7,1,1,37,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,35,-60,258,9,2,0,269,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,35,+60,41,8,2,0,51,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,36,-60,252,14,4,0,270,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,36,+60,52,19,4,4,79,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,37,-60,297,10,2,2,311,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,37,+60,72,11,6,2,91,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,38,-60,372,16,6,0,394,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,38,+60,76,17,4,1,98,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,39,-60,368,19,3,0,390,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,39,+60,88,33,10,3,134,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,40,-60,396,21,2,0,419,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,40,+60,109,34,7,0,150,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,41,-60,406,15,2,0,423,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,41,+60,93,33,7,5,138,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,42,-60,415,10,3,0,428,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,42,+60,108,37,10,9,164,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,43,-60,396,11,3,1,411,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,43,+60,130,36,9,7,182,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,44,-60,451,16,1,1,469,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,44,+60,108,33,3,5,149,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,45,-60,552,22,3,0,577,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,45,+60,151,53,5,10,219,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,46,-60,455,21,4,1,481,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,46,+60,125,47,7,8,187,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,47,-60,500,23,1,0,524,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,47,+60,117,32,7,12,168,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,48,-60,507,23,1,0,531,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,48,+60,133,47,8,10,198,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,49,-60,632,18,1,0,651,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,49,+60,274,62,7,6,349,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,50,-60,962,26,5,0,993,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,50,+60,278,95,11,14,398,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,51,-60,888,12,1,1,902,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,51,+60,254,69,12,25,360,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,52,-60,709,16,3,1,729,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,52,+60,179,51,10,15,255,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,53,-60,276,6,1,0,283,1656581,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,53,+60,57,11,0,9,77,518772,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,54,-60,506,17,0,3,526,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,54,+60,126,35,0,14,175,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,55,-60,421,14,3,1,439,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,55,+60,120,24,3,13,160,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,56,-60,291,7,2,0,300,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,56,+60,76,17,1,17,111,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,57,-60,310,12,2,0,324,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,57,+60,81,24,6,12,123,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,58,-60,286,10,3,0,299,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,58,+60,68,20,4,3,95,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,59,-60,349,15,5,0,369,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,59,+60,45,7,4,5,61,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,60,-60,336,14,4,1,355,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,60,+60,67,13,6,1,87,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,61,-60,422,24,6,1,453,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,61,+60,67,29,6,4,106,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,62,-60,430,28,4,0,462,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,62,+60,90,31,9,0,130,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,63,-60,517,33,7,0,557,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,63,+60,133,31,10,10,184,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,64,-60,589,26,6,0,621,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,64,+60,108,37,9,7,161,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,65,-60,618,34,7,0,659,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,65,+60,98,25,4,9,136,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,66,-60,481,20,5,1,507,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,66,+60,101,36,3,7,147,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,67,-60,548,28,3,0,579,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,67,+60,92,31,15,7,145,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,68,-60,658,13,8,1,680,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,68,+60,139,30,9,5,183,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,69,-60,623,26,0,1,650,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,69,+60,118,30,6,10,164,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,70,-60,449,16,1,0,466,5798033.5,14,Islas Canarias,46,Santa Cruz de Tenerife
TF,70,+60,63,21,2,2,88,1815702,14,Islas Canarias,46,Santa Cruz de Tenerife
TO,1,-60,0,0,0,0,0,3728396,4,Castilla-La Mancha,17,Toledo
TO,1,+60,0,0,0,0,0,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,2,-60,0,0,0,0,0,3728396,4,Castilla-La Mancha,17,Toledo
TO,2,+60,0,0,0,0,0,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,3,-60,0,0,0,0,0,3728396,4,Castilla-La Mancha,17,Toledo
TO,3,+60,0,0,0,0,0,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,4,-60,0,0,0,0,0,3728396,4,Castilla-La Mancha,17,Toledo
TO,4,+60,0,0,0,0,0,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,5,-60,0,0,0,0,0,3728396,4,Castilla-La Mancha,17,Toledo
TO,5,+60,0,0,0,0,0,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,6,-60,0,0,0,0,0,3728396,4,Castilla-La Mancha,17,Toledo
TO,6,+60,0,0,0,0,0,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,7,-60,0,0,0,0,0,3728396,4,Castilla-La Mancha,17,Toledo
TO,7,+60,0,0,0,0,0,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,8,-60,0,0,0,0,0,3728396,4,Castilla-La Mancha,17,Toledo
TO,8,+60,0,0,0,0,0,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,9,-60,0,1,0,0,1,3728396,4,Castilla-La Mancha,17,Toledo
TO,9,+60,1,3,0,0,4,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,10,-60,11,8,1,0,20,3728396,4,Castilla-La Mancha,17,Toledo
TO,10,+60,3,14,0,1,18,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,11,-60,101,59,5,1,166,3728396,4,Castilla-La Mancha,17,Toledo
TO,11,+60,127,127,16,16,286,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,12,-60,368,182,21,4,575,3728396,4,Castilla-La Mancha,17,Toledo
TO,12,+60,428,406,28,76,938,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,13,-60,379,186,12,4,581,3728396,4,Castilla-La Mancha,17,Toledo
TO,13,+60,598,489,23,167,1277,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,14,-60,313,115,5,5,438,3728396,4,Castilla-La Mancha,17,Toledo
TO,14,+60,500,320,14,139,973,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,15,-60,191,58,4,3,256,3728396,4,Castilla-La Mancha,17,Toledo
TO,15,+60,307,204,5,105,621,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,16,-60,155,39,4,7,205,3728396,4,Castilla-La Mancha,17,Toledo
TO,16,+60,186,126,4,84,400,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,17,-60,33,8,0,1,42,3728396,4,Castilla-La Mancha,17,Toledo
TO,17,+60,73,45,2,40,160,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,18,-60,4,1,0,0,5,3728396,4,Castilla-La Mancha,17,Toledo
TO,18,+60,25,21,0,39,85,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,19,-60,15,1,0,2,18,3728396,4,Castilla-La Mancha,17,Toledo
TO,19,+60,8,6,0,24,38,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,20,-60,32,5,1,3,41,3728396,4,Castilla-La Mancha,17,Toledo
TO,20,+60,44,9,0,12,65,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,21,-60,19,2,0,1,22,3728396,4,Castilla-La Mancha,17,Toledo
TO,21,+60,29,6,1,10,46,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,22,-60,30,1,0,0,31,3728396,4,Castilla-La Mancha,17,Toledo
TO,22,+60,42,7,2,3,54,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,23,-60,26,5,1,0,32,3728396,4,Castilla-La Mancha,17,Toledo
TO,23,+60,25,6,2,2,35,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,24,-60,20,1,0,0,21,3728396,4,Castilla-La Mancha,17,Toledo
TO,24,+60,13,3,0,2,18,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,25,-60,11,1,0,0,12,3728396,4,Castilla-La Mancha,17,Toledo
TO,25,+60,8,2,0,1,11,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,26,-60,10,1,0,0,11,3728396,4,Castilla-La Mancha,17,Toledo
TO,26,+60,21,12,1,2,36,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,27,-60,14,0,0,0,14,3728396,4,Castilla-La Mancha,17,Toledo
TO,27,+60,15,7,0,2,24,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,28,-60,11,4,0,0,15,3728396,4,Castilla-La Mancha,17,Toledo
TO,28,+60,17,9,1,2,29,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,29,-60,19,0,0,0,19,3728396,4,Castilla-La Mancha,17,Toledo
TO,29,+60,10,5,0,1,16,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,30,-60,52,1,0,0,53,3728396,4,Castilla-La Mancha,17,Toledo
TO,30,+60,17,0,0,0,17,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,31,-60,107,0,0,0,107,3728396,4,Castilla-La Mancha,17,Toledo
TO,31,+60,35,4,1,3,43,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,32,-60,213,0,0,0,213,3728396,4,Castilla-La Mancha,17,Toledo
TO,32,+60,34,4,1,1,40,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,33,-60,434,3,0,0,437,3728396,4,Castilla-La Mancha,17,Toledo
TO,33,+60,90,6,0,2,98,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,34,-60,825,4,1,1,831,3728396,4,Castilla-La Mancha,17,Toledo
TO,34,+60,167,13,1,1,182,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,35,-60,1047,7,2,1,1057,3728396,4,Castilla-La Mancha,17,Toledo
TO,35,+60,258,24,2,2,286,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,36,-60,1336,6,0,0,1342,3728396,4,Castilla-La Mancha,17,Toledo
TO,36,+60,411,39,7,8,465,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,37,-60,1632,14,3,2,1651,3728396,4,Castilla-La Mancha,17,Toledo
TO,37,+60,477,37,1,28,543,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,38,-60,1638,12,2,0,1652,3728396,4,Castilla-La Mancha,17,Toledo
TO,38,+60,464,54,6,30,554,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,39,-60,1644,23,1,2,1670,3728396,4,Castilla-La Mancha,17,Toledo
TO,39,+60,429,85,7,13,534,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,40,-60,1498,22,3,3,1526,3728396,4,Castilla-La Mancha,17,Toledo
TO,40,+60,415,78,5,31,529,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,41,-60,1404,25,2,2,1433,3728396,4,Castilla-La Mancha,17,Toledo
TO,41,+60,486,91,5,32,614,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,42,-60,1733,16,3,0,1752,3728396,4,Castilla-La Mancha,17,Toledo
TO,42,+60,551,86,3,39,679,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,43,-60,1978,30,2,1,2011,3728396,4,Castilla-La Mancha,17,Toledo
TO,43,+60,943,117,7,50,1117,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,44,-60,1878,21,3,7,1909,3728396,4,Castilla-La Mancha,17,Toledo
TO,44,+60,827,109,5,70,1011,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,45,-60,1775,17,2,7,1801,3728396,4,Castilla-La Mancha,17,Toledo
TO,45,+60,697,95,4,74,870,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,46,-60,1299,16,2,2,1319,3728396,4,Castilla-La Mancha,17,Toledo
TO,46,+60,461,70,3,71,605,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,47,-60,824,10,1,4,839,3728396,4,Castilla-La Mancha,17,Toledo
TO,47,+60,297,58,5,46,406,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,48,-60,781,9,2,1,793,3728396,4,Castilla-La Mancha,17,Toledo
TO,48,+60,290,58,11,30,389,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,49,-60,700,11,1,1,713,3728396,4,Castilla-La Mancha,17,Toledo
TO,49,+60,266,57,4,35,362,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,50,-60,822,12,1,2,837,3728396,4,Castilla-La Mancha,17,Toledo
TO,50,+60,315,59,5,56,435,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,51,-60,815,18,5,1,839,3728396,4,Castilla-La Mancha,17,Toledo
TO,51,+60,268,50,5,24,347,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,52,-60,910,18,3,0,931,3728396,4,Castilla-La Mancha,17,Toledo
TO,52,+60,299,71,4,29,403,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,53,-60,543,5,2,0,550,1065256,4,Castilla-La Mancha,17,Toledo
TO,53,+60,188,16,0,11,215,334701,4,Castilla-La Mancha,17,Toledo
TO,54,-60,1876,17,0,2,1895,3728396,4,Castilla-La Mancha,17,Toledo
TO,54,+60,645,89,7,20,761,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,55,-60,3515,41,5,2,3563,3728396,4,Castilla-La Mancha,17,Toledo
TO,55,+60,1085,171,10,48,1314,1171453.5,4,Castilla-La Mancha,17,Toledo
TO,56,-60,4207,73,7,3,4290,3728396,4,Castilla-La Mancha,17,Toledo
TO,56,+60,1502,247,18,91,1858,1171453.5,4,Castilla-La Mancha,17,Toledo
