ID_1,semana,edad60,s_leves,s_hosp,s_uci,s_def,s_total,pobtot,NAME_1
18,21,Menos60,18,1,0,0,19,8286222,Región de Murcia
18,21,Mas60,4,1,0,1,6,2262816.5,Región de Murcia
18,22,Menos60,16,3,0,0,19,8286222,Región de Murcia
18,22,Mas60,1,0,0,0,1,2262816.5,Región de Murcia
18,23,Menos60,17,1,0,0,18,8286222,Región de Murcia
18,23,Mas60,0,0,0,1,1,2262816.5,Región de Murcia
18,24,Menos60,6,0,0,0,6,8286222,Región de Murcia
18,24,Mas60,0,0,0,0,0,2262816.5,Región de Murcia
18,25,Menos60,17,2,0,0,19,8286222,Región de Murcia
18,25,Mas60,6,1,0,0,7,2262816.5,Región de Murcia
18,26,Menos60,35,5,0,0,40,8286222,Región de Murcia
18,26,Mas60,1,1,0,0,2,2262816.5,Región de Murcia
18,27,Menos60,24,3,1,0,28,8286222,Región de Murcia
18,27,Mas60,4,1,1,1,7,2262816.5,Región de Murcia
18,28,Menos60,55,3,0,0,58,8286222,Región de Murcia
18,28,Mas60,6,0,0,0,6,2262816.5,Región de Murcia
18,29,Menos60,124,8,0,0,132,8286222,Región de Murcia
18,29,Mas60,10,1,1,0,12,2262816.5,Región de Murcia
18,30,Menos60,399,12,0,0,411,8286222,Región de Murcia
18,30,Mas60,13,4,0,0,17,2262816.5,Región de Murcia
18,31,Menos60,417,25,6,0,448,8286222,Región de Murcia
18,31,Mas60,51,10,1,0,62,2262816.5,Región de Murcia
18,32,Menos60,500,27,5,0,532,8286222,Región de Murcia
18,32,Mas60,48,18,2,1,69,2262816.5,Región de Murcia
18,33,Menos60,771,53,7,1,832,8286222,Región de Murcia
18,33,Mas60,72,29,3,2,106,2262816.5,Región de Murcia
18,34,Menos60,1327,82,11,0,1420,8286222,Región de Murcia
18,34,Mas60,182,54,5,3,244,2262816.5,Región de Murcia
18,35,Menos60,1763,104,15,0,1882,8286222,Región de Murcia
18,35,Mas60,284,77,7,2,370,2262816.5,Región de Murcia
18,36,Menos60,2152,115,20,0,2287,8286222,Región de Murcia
18,36,Mas60,410,106,16,9,541,2262816.5,Región de Murcia
18,37,Menos60,2848,130,12,1,2991,8286222,Región de Murcia
18,37,Mas60,393,86,13,24,516,2262816.5,Región de Murcia
18,38,Menos60,2883,109,12,1,3005,8286222,Región de Murcia
18,38,Mas60,340,92,10,11,453,2262816.5,Región de Murcia
18,39,Menos60,2628,124,20,2,2774,8286222,Región de Murcia
18,39,Mas60,368,93,17,16,494,2262816.5,Región de Murcia
18,40,Menos60,2432,102,12,2,2548,8286222,Región de Murcia
18,40,Mas60,409,130,19,9,567,2262816.5,Región de Murcia
18,41,Menos60,2285,109,12,5,2411,8286222,Región de Murcia
18,41,Mas60,434,131,16,24,605,2262816.5,Región de Murcia
18,42,Menos60,3309,144,20,1,3474,8286222,Región de Murcia
18,42,Mas60,700,174,22,23,919,2262816.5,Región de Murcia
18,43,Menos60,4472,168,17,2,4659,8286222,Región de Murcia
18,43,Mas60,975,217,29,45,1266,2262816.5,Región de Murcia
18,44,Menos60,4690,175,17,2,4884,8286222,Región de Murcia
18,44,Mas60,1088,233,26,66,1413,2262816.5,Región de Murcia
18,45,Menos60,4834,168,24,4,5030,8286222,Región de Murcia
18,45,Mas60,1113,259,32,79,1483,2262816.5,Región de Murcia
18,46,Menos60,3205,180,28,3,3416,8286222,Región de Murcia
18,46,Mas60,664,182,29,63,938,2262816.5,Región de Murcia
18,47,Menos60,1665,97,7,3,1772,8286222,Región de Murcia
18,47,Mas60,361,116,14,62,553,2262816.5,Región de Murcia
18,48,Menos60,1186,64,9,2,1261,8286222,Región de Murcia
18,48,Mas60,222,77,16,29,344,2262816.5,Región de Murcia
18,49,Menos60,780,46,9,0,835,8286222,Región de Murcia
18,49,Mas60,167,49,7,32,255,2262816.5,Región de Murcia
18,50,Menos60,1044,50,7,2,1103,8286222,Región de Murcia
18,50,Mas60,263,54,7,28,352,2262816.5,Región de Murcia
18,51,Menos60,1051,44,7,2,1104,8286222,Región de Murcia
18,51,Mas60,222,60,11,24,317,2262816.5,Región de Murcia
18,52,Menos60,1474,41,9,4,1528,8286222,Región de Murcia
18,52,Mas60,261,74,11,19,365,2262816.5,Región de Murcia
18,53,Menos60,941,10,3,3,957,2367492,Región de Murcia
18,53,Mas60,163,34,3,10,210,646519,Región de Murcia
18,54,Menos60,4331,108,17,4,4460,8286222,Región de Murcia
18,54,Mas60,909,158,21,23,1111,2262816.5,Región de Murcia
18,55,Menos60,9854,188,25,3,10070,8286222,Región de Murcia
18,55,Mas60,2246,355,37,48,2686,2262816.5,Región de Murcia
18,56,Menos60,9124,278,49,6,9457,8286222,Región de Murcia
18,56,Mas60,2473,525,48,120,3166,2262816.5,Región de Murcia
18,57,Menos60,6414,229,24,5,6672,8286222,Región de Murcia
18,57,Mas60,1587,496,44,174,2301,2262816.5,Región de Murcia
18,58,Menos60,3029,151,23,6,3209,8286222,Región de Murcia
18,58,Mas60,756,301,30,143,1230,2262816.5,Región de Murcia
18,59,Menos60,1440,72,4,8,1524,8286222,Región de Murcia
18,59,Mas60,323,133,24,86,566,2262816.5,Región de Murcia
18,60,Menos60,863,59,8,5,935,8286222,Región de Murcia
18,60,Mas60,178,71,9,58,316,2262816.5,Región de Murcia
18,61,Menos60,587,43,5,7,642,8286222,Región de Murcia
18,61,Mas60,117,47,4,40,208,2262816.5,Región de Murcia
18,62,Menos60,478,39,4,3,524,8286222,Región de Murcia
18,62,Mas60,92,32,8,25,157,2262816.5,Región de Murcia
18,63,Menos60,428,31,5,4,468,8286222,Región de Murcia
18,63,Mas60,61,34,6,12,113,2262816.5,Región de Murcia
18,64,Menos60,360,29,3,2,394,8286222,Región de Murcia
18,64,Mas60,66,28,5,4,103,2262816.5,Región de Murcia
18,65,Menos60,362,21,3,0,386,8286222,Región de Murcia
18,65,Mas60,68,20,4,5,97,2262816.5,Región de Murcia
18,66,Menos60,433,26,4,1,464,8286222,Región de Murcia
18,66,Mas60,80,19,1,13,113,2262816.5,Región de Murcia
18,67,Menos60,471,31,5,1,508,8286222,Región de Murcia
18,67,Mas60,78,24,2,2,106,2262816.5,Región de Murcia
18,68,Menos60,416,20,3,1,440,8286222,Región de Murcia
18,68,Mas60,72,23,4,3,102,2262816.5,Región de Murcia
18,69,Menos60,460,24,4,1,489,8286222,Región de Murcia
18,69,Mas60,70,20,2,4,96,2262816.5,Región de Murcia
18,70,Menos60,351,23,2,0,376,8286222,Región de Murcia
18,70,Mas60,60,19,1,1,81,2262816.5,Región de Murcia
